timestamp, utilization.gpu [%], utilization.memory [%], temperature.gpu
2025/08/05 17:54:10.298, 0 %, 0 %, 46
2025/08/05 17:54:15.298, 0 %, 0 %, 46
2025/08/05 17:54:20.299, 0 %, 0 %, 46
2025/08/05 17:54:25.299, 0 %, 0 %, 46
2025/08/05 17:54:30.300, 0 %, 0 %, 46
2025/08/05 17:54:35.300, 0 %, 0 %, 46
2025/08/05 17:54:40.301, 0 %, 0 %, 46
2025/08/05 17:54:45.301, 0 %, 0 %, 46
2025/08/05 17:54:50.302, 0 %, 0 %, 46
2025/08/05 17:54:55.302, 0 %, 0 %, 46
2025/08/05 17:55:00.302, 0 %, 0 %, 46
2025/08/05 17:55:05.303, 0 %, 0 %, 46
2025/08/05 17:55:10.303, 0 %, 0 %, 46
2025/08/05 17:55:15.304, 0 %, 0 %, 46
2025/08/05 17:55:20.304, 0 %, 0 %, 46
2025/08/05 17:55:25.305, 0 %, 0 %, 46
2025/08/05 17:55:30.305, 0 %, 0 %, 46
2025/08/05 17:55:35.306, 0 %, 0 %, 46
2025/08/05 17:55:40.306, 0 %, 0 %, 46
2025/08/05 17:55:45.307, 0 %, 0 %, 46
2025/08/05 17:55:50.307, 0 %, 0 %, 46
2025/08/05 17:55:55.308, 0 %, 0 %, 46
2025/08/05 17:56:00.308, 0 %, 0 %, 46
2025/08/05 17:56:05.308, 0 %, 0 %, 46
2025/08/05 17:56:10.309, 0 %, 0 %, 46
2025/08/05 17:56:15.309, 0 %, 0 %, 46
2025/08/05 17:56:20.310, 0 %, 0 %, 46
2025/08/05 17:56:25.310, 0 %, 0 %, 46
2025/08/05 17:56:30.311, 0 %, 0 %, 46
2025/08/05 17:56:35.311, 0 %, 0 %, 46
2025/08/05 17:56:40.312, 0 %, 0 %, 46
2025/08/05 17:56:45.312, 0 %, 0 %, 46
2025/08/05 17:56:50.313, 0 %, 0 %, 46
2025/08/05 17:56:55.313, 0 %, 0 %, 46
2025/08/05 17:57:00.314, 0 %, 0 %, 46
2025/08/05 17:57:05.314, 0 %, 0 %, 47
2025/08/05 17:57:10.315, 0 %, 0 %, 47
2025/08/05 17:57:15.315, 0 %, 0 %, 47
2025/08/05 17:57:20.315, 0 %, 0 %, 47
2025/08/05 17:57:25.316, 0 %, 0 %, 47
2025/08/05 17:57:30.316, 0 %, 0 %, 47
2025/08/05 17:57:35.317, 0 %, 0 %, 47
2025/08/05 17:57:40.317, 0 %, 0 %, 47
2025/08/05 17:57:45.318, 0 %, 0 %, 46
2025/08/05 17:57:50.318, 0 %, 0 %, 46
2025/08/05 17:57:55.319, 0 %, 0 %, 46
2025/08/05 17:58:00.319, 0 %, 0 %, 46
2025/08/05 17:58:05.320, 0 %, 0 %, 46
2025/08/05 17:58:10.320, 0 %, 0 %, 46
2025/08/05 17:58:15.321, 0 %, 0 %, 46
2025/08/05 17:58:20.321, 0 %, 0 %, 46
2025/08/05 17:58:25.322, 0 %, 0 %, 46
2025/08/05 17:58:30.323, 0 %, 0 %, 46
2025/08/05 17:58:35.323, 0 %, 0 %, 46
2025/08/05 17:58:40.324, 0 %, 0 %, 46
2025/08/05 17:58:45.324, 0 %, 0 %, 46
2025/08/05 17:58:50.325, 0 %, 0 %, 46
2025/08/05 17:58:55.325, 0 %, 0 %, 46
2025/08/05 17:59:00.326, 0 %, 0 %, 46
2025/08/05 17:59:05.326, 0 %, 0 %, 46
2025/08/05 17:59:10.326, 0 %, 0 %, 46
2025/08/05 17:59:15.327, 0 %, 0 %, 46
2025/08/05 17:59:20.327, 0 %, 0 %, 46
2025/08/05 17:59:25.328, 0 %, 0 %, 46
2025/08/05 17:59:30.328, 0 %, 0 %, 46
2025/08/05 17:59:35.329, 0 %, 0 %, 46
2025/08/05 17:59:40.329, 0 %, 0 %, 46
2025/08/05 17:59:45.330, 0 %, 0 %, 46
2025/08/05 17:59:50.330, 0 %, 0 %, 46
2025/08/05 17:59:55.331, 0 %, 0 %, 46
2025/08/05 18:00:00.331, 0 %, 0 %, 46
2025/08/05 18:00:05.332, 0 %, 0 %, 46
2025/08/05 18:00:10.332, 0 %, 0 %, 46
2025/08/05 18:00:15.332, 0 %, 0 %, 46
2025/08/05 18:00:20.333, 0 %, 0 %, 46
2025/08/05 18:00:25.333, 0 %, 0 %, 46
2025/08/05 18:00:30.334, 0 %, 0 %, 46
2025/08/05 18:00:35.335, 0 %, 0 %, 46
2025/08/05 18:00:40.335, 0 %, 0 %, 46
2025/08/05 18:00:45.336, 0 %, 0 %, 46
2025/08/05 18:00:50.336, 0 %, 0 %, 46
2025/08/05 18:00:55.337, 0 %, 0 %, 46
2025/08/05 18:01:00.337, 0 %, 0 %, 47
2025/08/05 18:01:05.338, 0 %, 0 %, 47
2025/08/05 18:01:10.338, 0 %, 0 %, 47
2025/08/05 18:01:15.338, 0 %, 0 %, 47
2025/08/05 18:01:20.339, 0 %, 0 %, 47
2025/08/05 18:01:25.339, 0 %, 0 %, 47
2025/08/05 18:01:30.340, 0 %, 0 %, 47
2025/08/05 18:01:35.340, 0 %, 0 %, 47
2025/08/05 18:01:40.341, 0 %, 0 %, 47
2025/08/05 18:01:45.341, 0 %, 0 %, 47
